Japanese;English;French;German;
"壁ニ ハリツイテ 上カラ槍ヲ投ゲテ来ル
テキヲ倒スノダ";"Aha! Well, it says here that you can
beat soldiers throwing spears from
above by merging with the wall.";"Glisse-toi dans le mur en haut des
escaliers pour aller vaincre l'ennemi
qui te lance des javelots d'en haut.";"Ah! Hier steht, dass du die Wand
betreten musst, um den Speer-Typen
da oben zu besiegen!";
"ホッホッホッ……

七賢者最後の一人……
インパと言いましたかね
彼女は、なかなか味わい深い
絵になりましたねえ";"My little acquisition tour of Hyrule
is nearly over, Princess.

It really was quite a spree. A Sage
here, a Sage there. And now your
Impa too.
I've already got all seven Sages.";"Hohoho...


Voilà, les Sept Sages sont au complet.
Cette Impa était la dernière. 

Elle fait un tableau tout à fait
fascinant.";"Hoho...


Die letzte der Sieben Weisen...
Wie war ihr Name noch gleich?
Impa?
Sie gibt ein ziemlich interessantes
Bild ab.";
"インパが……！？
何ということを……";"What do you plan to do with them?";"Impa... ?!
Que lui avez-vous fait ?";"Impa...!?
Was habt Ihr Impa angetan?";
"さて、私が欲しい絵は残り一つになりました";"Never you mind. For I have one more
painting to make. So please, rid
your mind of all concern.";"Bien, il ne me reste plus qu'un tableau
à acquérir.";"Nun gibt es nur noch ein Gemälde,
nach dem es mich gelüstet.";
"おお……その顔立ち、そのまなざし
まさに、あのお方と肩を並べるにふさわしい";"I don't want your portrait to feature
any unsightly worry lines.

I wish to preserve you at your very
best. I daresay you're a match even
for Her Grace.";"Ooh... Ce visage, ce regard...
Votre beauté rivalise avec celle de
Sa Magnificence.";"Welch feine Gesichtszüge, welch
ein Blick! Ihr seid würdig, den Platz
neben IHR einzunehmen!";
"あなたは、七賢者を集めて
ガノンを復活させようとしているのですか！？";"Confess it, monster! You plan to use
our Seven Sages to revive Ganon,
don't you?";"Est-ce pour tenter de ressusciter
Ganon que vous avez rassemblé
les Sept Sages ?!";"Habt Ihr wirklich die Sieben Weisen
zusammengeführt, um Ganon
wiederzubeleben?";
"……アナタの話は、少々退屈でね";"I find your protests inelegant.
Not to mention irrelevant.";"Vos paroles m'ennuient
profondément.";"...Ich muss zugeben, dass ich Eure
Gesellschaft als langweilig empfinde.";
"さぁ、ハイラルの王女ゼルダよ！";"I wish only to possess your beauty,
Princess Zelda of Hyrule, not all
these ugly words of yours!";"Zelda, princesse d'Hyrule !";"Kommt, Zelda, Prinzessin von Hyrule!";
"！？";"...What's that?";"?!";"Hm!?";
"アナタは……つまらない壁のラクガキじゃ
ないですか？
どうやって出てきたのですか？";"YOU! Didn't I splash you on some wall
somewhere? How did you get out?";"Toi... ? N'étais-tu pas devenu un
vulgaire graffiti sur un coin de mur ?

Comment es-tu parvenu à sortir ?";"Warst du nicht zu einer jämmerlichen
Schmiererei an der Wand geworden?

Wie bist du da herausgekommen?";
"図々しく出てきて
また醜い姿をさらすなんて……
許せません！";"How impudent! Emerging? Foisting
your inferior form upon my eyes?
I will not tolerate this!";"Tu as l'impudence de briser mon
sortilège et de venir exposer à
nouveau ta laideur sous mes yeux...
C'est impardonnable !";"Eine Unverschämtheit, einfach
zurückzukommen und mir erneut
dein hässliches Antlitz zu zeigen!
Das lasse ich mir nicht bieten!";
"ラクガキはラクガキと遊んでなさい！";"You should have remained nothing
but a stain on that wall.

But I will be glad to leave you HERE,
once and for all!";"Amuse-toi donc avec tes congénères,
misérable graffiti !";"Lass mich in Ruhe und leiste den
anderen Schmierereien Gesellschaft!";
"……あなたは、いったい何者ですか？";"Your rampage through my kingdom
must stop, Yuga! How many more of
my people do you intend to take?";"Mais qui êtes-vous, à la fin ?!";"Wer seid Ihr?!";
"ここでサヨナラです！";"Farewell—for the LAST time!";"Je vais en finir avec toi ici même !";"Jetzt wirst du endgültig
zu einem Stillleben!";
"その美しい姿を永遠のものに
してさしあげましょう！
アナタは私のアートとなるのです！";"Oh, you are going to make for a
spectacular painting, my dear!";"Laissez-moi préserver à jamais
tout l'éclat de votre beauté !

Soyez la bienvenue dans ma
collection d'œuvres d'art !";"Erlaubt mir, Eure Schönheit für
die Ewigkeit festzuhalten!

Werdet mein jüngstes Meisterwerk!";
"スイッチノ近クニバクダンヲ
置イテ リフトマデ急イデ 乗ッテ待ツノ！";"Ah, yes... Since you can't be in two
places at once, maybe you can use a
bomb as a stand-in!";"Place une bombe à proximité
de l'interrupteur, hâte-toi vers
l'ascenseur, et patiente sagement.";"„Lege eine Bombe neben den Schalter
und laufe schnell zur Plattform.“
Ja, da muss man fix sein...";
"暗クテ怖イ時ハ カンテラデ
燭台ニ 火ヲ灯スノ！
向コウノ通路ニハ 壁伝イデ渡レソウ！";"This one gives me the chills! If you're
afraid of the dark, just light the 
sconces with a lamp.
Sometimes the most direct path
between two points is actually a
two-dimensional line!";"La pénombre t'oppresse ? Utilise ta
lanterne pour allumer les torches,
petit !
Tu peux sûrement atteindre le couloir
de l'autre côté en empruntant le mur.";"Hier steht: „Wenn du im Dunkeln
Angst hast, zünde mit deiner
Lampe die Lichter an.“
Oh, das hier klingt auch interessant:
„Zur Plattform links gelangst du an
der Wand entlang.“";
"コノ床ヲバクダンデ壊シタラ
光ガ下ノ階マデ 届クト思ウノ！";"Heh heh. Let's see. Have you thought
about using a bomb to make that
next breakthrough?";"Si je ne m'abuse, placer une bombe au
sol devrait suffire pour que la lumière
se fraye un chemin jusqu'en bas...";"„Zerstöre den Boden mit Bomben,
damit das Licht ins untere Stockwerk
scheint.“ Wer soll darauf kommen?";
"上ノ階カラ 落チテ来タラ
コノ下ノ イイ所ニ行ケソウナノ！";"Ah yes... You know, sometimes the
floor falling out from beneath you
can lead to a real breakthrough!";"Une chute n'est pas forcément un mal,
petit. Ça peut même te permettre de
découvrir des coins sympathiques !";"„Wenn du dich am richtigen Ort aus
dem oberen Stockwerk hinunterfallen
lässt, erreichst du neue Stellen.“";
"緑ト赤ノ アイツラハ 上下左右逆ニ動クノ！
赤ノアイツハ剣ガ効カナイ
バクダンデ ヤッツケテ！";"Oooh, yes! I remember this one. Isn't
it weird to feel like every move of
yours is being mirrored?
Your sword won't work on the red
ones, though. Hmm, I'm sure other
weapons could work. Try bombs?";"Ce curieux énergumène rouge et
ses camarades verts reproduisent
tes déplacements en sens inverse.
Ta lame restera sans effet contre le
rouge. Heureusement, les bombes
règlent tous les problèmes !";"„Der Rote und die Grünen bewegen
sich dir entgegengesetzt.“ Damit
sind wohl diese Monster gemeint...
„Der Rote ist nicht durch Schwerter
verwundbar, also verwende Bomben.“";
"南ノ壁ヲ バクダンデ壊スノ！";"Oh yes, yes... There was something a
bit strange about that wall to the
south. Try a bomb!";"Tiens donc, intéressant... Ce mur,
là-bas, au sud... Que dirais-tu d'aller
y placer une petite bombe ?";"Die südliche Wand sieht komisch
aus, oder? „Verwende Bomben“,
steht hier!";
"バクダン投ゲテ スイッチヲ
2ツ点ケルノ！
セッカク点ケテモ 急ガナイト 消エチャウノ！

リフトノ ミナミガワノ壁ガ
バクダンデ壊セソウ！";"Ah, right. This was a fun one! Throw
bombs to activate the two switches!
Be quick, though!
The wall to the south of the moving
platform may need a well-placed
bomb!";"Tu dois activer les deux interrupteurs,
petit ! Et pour cela, quoi de plus
efficace que de lancer des bombes ?
Mais il ne va pas falloir traîner...
Quand tu en as activé un, occupe-toi
vite de l'autre, ou tout sera à refaire...
Quant à ce mur, au sud de la
plateforme mobile, une petite bombe
devrait suffire à le détruire, non ?";"Hm, mal sehen... „Wirf Bomben, um
die zwei Schalter zu aktivieren.“

Ach, ich erinnere mich! Du musst dich
beeilen, denn die Schalter werden
nach einiger Zeit wieder deaktiviert!
Und noch was... „Zerstöre die Wand
südlich des Aufzugs mit Bomben.“";
"ムシ獲リアミガアレバ 妖精サン
オ持チ帰リ　デキルノ！
怖イカラ 部屋ノ明カリ 消サナイデネ！";"It says here that a net can get
you a net gain of a fairy!

Net gain! Ha! Hey, do me a favor.
Leave the lights on when you go.
This place is scary, even to ghosts!";"Ah, les filets à papillons... C'est
merveilleux, petit, tu sais... Avec ça,
tu peux capturer une fée !
Laisse allumé en partant, tu veux
bien ? C'est pas drôle d'être tout
seul dans le noir...";"Mal sehen, was hier über diesen
Raum steht... „Wenn du einen Kescher
hast, kannst du Feen einfangen.“
Eine Bitte... Lass die Lichter an,
wenn du gehst! Ich habe Angst
im Dunkeln.";
"スイッチノ近クニ バクダン
置イタラ マークガアル 壁ニ入ッテ待ツノ！";"Ah, that's right! Dropping a bomb near
the switch will give you time to merge
into the wall before it flips!";"Pose une bombe vers l'interrupteur,
va te coller sur le blason au mur et
attends bien sagement !";"„Lege eine Bombe neben den Schalter
und betritt eine der markierten
Wände.“ Markiert? Was bedeutet das?";
"ココノ床 次々ニ メクレチャウノ！
落チソウニナッタラ 壁ニ入ッテネ！
スイッチガ点イテル間ダケ 扉ガ開クミタイ！";"Oh right, right. I remember this one.
See, these floor tiles will fall away one
by one...
If you ever get nervous about falling,
go ahead and merge into the wall!

That door will only open if the switch
is activated, though. Hope you have
better luck with that than I did!";"Les plaques au sol s'effondrent les
unes après les autres...

Si tu sens venir la chute, glisse-toi
dans le mur, petit ! Il n'y a pas de
honte à se mettre à l'abri, tu sais.
Quant à la porte, je serais bien étonné
qu'elle s'ouvre tant que l'interrupteur
n'est pas activé...";"Die Bodenfliesen brechen weg! Mal
sehen, was für ein Hinweis hier steht:
„Betritt die Wand, bevor du fällst!“
Dieser Satz ist rot unterstrichen:
„Die Tür bleibt nur so lange offen,
wie der Schalter aktiviert ist.“";
"ココノ床 次々ニ メクレチャウノ！

スイッチハ バクダンヲ
投ゲタラ点ケラレルノ！
スイッチガ点イテル間ダケ 扉ガ開クミタイ！";"Oooh, this one was tough. See, these
floor tiles will fall away one by one...

Activate that switch with a perfect
bomb toss!

That door will only open if the switch
is activated, though. Hope you have
better luck with that than I did!";"Les plaques au sol s'effondrent les
unes après les autres, dans cette
salle !
Si tu tires parti de cette merveilleuse
invention que sont les bombes, tu
devrais pouvoir activer l'interrupteur.
Si tu veux mon avis, la porte ne
s'ouvrira pas avant que l'interrupteur
ne s'allume...";"Vorsicht, hier ist eine Falle!
Die Bodenfliesen brechen weg!

Hier steht, du sollst den Schalter
„mithilfe einer wohlgezielten Bombe
aktivieren“.
„Die Tür bleibt nur so lange offen,
wie der Schalter aktiviert ist.“
Hört sich knifflig an...";
"スイッチデ 床ガ上ガッタリ下ガッタリ！
床ノ上カラ スイッチ点ケテ 登レソウ！
アッチノスイッチデ 壁ガ クルット 回ルノ！

バクダンヲ 置イタラ
アノ壁マデ急イデ！";"Heh heh. This one was so much fun!
Those switches will make certain areas
of the floor elevate and descend.
Get on the platform and flip the switch
to go up! After that, see what you can
do with a little creative merging!
Drop a bomb, and then hurry on over!";"Cet interrupteur fait monter et
descendre la plateforme. Active-le
depuis la plateforme pour monter.
L'autre interrupteur, plus bas, fait
pivoter un pan du mur.

Pose une bombe à proximité et
reviens vite jusqu'au mur !";"„Der Schalter lässt die Plattform hoch-
und runterfahren. Aktiviere ihn auf
der Plattform stehend“, steht hier.
Oh, und hier ist noch eine Anmerkung:
„Der andere Schalter dreht die
Wände.“
Leg dort eine Bombe hin und betritt
schnell die Wand hier oben! Das war
immer eines meiner Lieblingsrätsel!";
"床ノ上カラ スイッチヲ点ケテ 登ッタラ
壁ニ入ッテ 窓ノ所ヘ 歩イテイクノ！";"Ah, yes. Get on the platform, trigger
the switch, and voila! See if you can
take the wall over to the window!";"Active l'interrupteur depuis la
plateforme pour monter, et hop là,
dans le mur jusqu'à la fenêtre !";"Ich fasse mal in meinen eigenen
Worten zusammen: Stell dich auf die
Plattform und aktiviere den Schalter.
Betritt dann die Wand, um bis zum
Fenster zu gelangen! Ein Klacks!";
