Japanese;English;French;
"[Se]ホーホッホッホッ ワンワンのこと
とっても カンシャしてるざます[KeyWait]
ほんと シンセツな ぼうやざますわ。
お[Tag Ruby  val={03000600E3828CE38184} ]礼は これざます[KeyWait]";"[Se]Ho ho ho! I really appreciate what you
did for my poor, precious BowWow![KeyWait][Tag PageBreak  ]You are such a nice boy! How can I ever
repay you? I know...[KeyWait]";"[Se]Je te suis vraiment reconnaissante ! C'est
si gentil d'avoir ramené mon Toutou ![KeyWait][Tag PageBreak  ]Comment te prouver ma gratitude ?
Ah, je sais...[KeyWait]";
"[Se]ぶちゆっ！！[KeyWait]";"[Se]SMOOOOOOOCH![KeyWait]";"[Se]BISOU BISOU...[KeyWait]";
"……マダムニャンニャンから
お[Tag Ruby  val={03000600E3828CE38184} ]礼を もらった……[KeyWait]";"You got a reward from Madam
MeowMeow![KeyWait]";"Mme Miaou Miaou vous a récompensé
pour votre gentillesse.[KeyWait]";
"…… …… …… ……[KeyWait]";"...[KeyWait]";"...[KeyWait]";
"……ラ ラッキー！[KeyWait]";"L-l-lucky![KeyWait]";"Petit veinard... ![KeyWait]";
"[Se]やあ ボカァ こう[Tag Ruby  val={03000300E381BF} ]見えても
お[Tag Ruby  val={03000600E38197E3828D} ]城に[Tag Ruby  val={03000300E38199} ]住んでたことも あるんだけどさ[KeyWait]
[Tag Ruby  val={06000900E38191E38289E38184} ]家来に マモノが とりついたんで
にげてきちゃったんだよなあ……[KeyWait]
なあ ボクのたのみを[Tag Ruby  val={03000300E3818D} ]聞いてくれないか？
お[Tag Ruby  val={03000600E3828CE38184} ]礼に イイものを あげるからさ[KeyWait]
にげ[Tag Ruby  val={03000300E381A0} ]出す[Tag Ruby  val={03000600E381A8E3818D} ]時 お[Tag Ruby  val={03000600E38197E3828D} ]城に [Tag Ruby  val={03000300E3818A} ]置いてきた
[Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E3818AE38186E38194E38293} ]黄金の[Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]を マモノから[Tag Ruby  val={03000300E381A8} ]取り[Tag Ruby  val={03000600E3818BE38188} ]返してほしい！[Selection][Tag PageBreak  ][SelectPositive]わかった[Tag PageBreak  ][SelectNegative]いやだ";"[Se]Salutations! You wouldn't know by the look
of me, but I used to live in the castle![KeyWait][Tag PageBreak  ]My servants went berserk and I was forced
to flee to my villa... [KeyWait][Tag PageBreak  ]So, you're looking for something, are you?
I may have just what you're after.[KeyWait][Tag PageBreak  ]But first, I want you to retrieve the [Tag Color  val={D9456DFF} ]golden
leaf[Tag Color  val={EDEDEDFF} ] I left behind in the castle when I fled.[Selection][Tag PageBreak  ][SelectPositive]OK[Tag PageBreak  ][SelectNegative]No way";"[Se]Bien le bonjour ! Cela peut sembler
incroyable, mais avant, je vivais au
château.[KeyWait][Tag PageBreak  ]Cependant, j'ai dû m'enfuir quand mes
gardes ont été ensorcelés...[KeyWait][Tag PageBreak  ]Dis-moi, est-ce que tu voudrais bien écouter
ma requête ? Il y a une belle récompense
à la clé ![KeyWait]
Quand je me suis enfui, j'ai laissé mes
[Tag Color  val={D9456DFF} ]feuilles d'or [Tag Color  val={EDEDEDFF} ]au château. Pourrais-tu me
les ramener, mon cher ami ?[Selection][Tag PageBreak  ][SelectPositive]Je m'en occupe ![Tag PageBreak  ][SelectNegative]J'ai pas envie.";
"[Se]やあ ボカァ こう[Tag Ruby  val={03000300E381BF} ]見えても
お[Tag Ruby  val={03000600E38197E3828D} ]城に[Tag Ruby  val={03000300E38199} ]住んでたことも あるんだけどさ[KeyWait]
[Tag Ruby  val={06000900E38191E38289E38184} ]家来に マモノが とりついたんで
にげてきちゃったんだよなあ……[KeyWait]
なあ ボクのたのみを[Tag Ruby  val={03000300E3818D} ]聞いてくれないか？
お[Tag Ruby  val={03000600E3828CE38184} ]礼に イイものを あげるからさ[KeyWait]
にげ[Tag Ruby  val={03000300E381A0} ]出す[Tag Ruby  val={03000600E381A8E3818D} ]時 お[Tag Ruby  val={03000600E38197E3828D} ]城に [Tag Ruby  val={03000300E3818A} ]置いてきた
[Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E3818AE38186E38194E38293} ]黄金の[Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]を マモノから[Tag Ruby  val={03000300E381A8} ]取り[Tag Ruby  val={03000600E3818BE38188} ]返してほしい！[KeyWait]";"[Se]Salutations! You wouldn't know by the look
of me, but I used to live in the castle![KeyWait][Tag PageBreak  ]My servants went berserk and I was forced
to flee to my villa... [KeyWait][Tag PageBreak  ]So, you're looking for something, are you?
I may have just what you're after.[KeyWait][Tag PageBreak  ]But first, I want you to retrieve the [Tag Color  val={D9456DFF} ]golden
leaves[Tag Color  val={EDEDEDFF} ] I left behind in the castle when I fled.[KeyWait]";"[Se]Bien le bonjour ! Cela peut sembler
incroyable, mais avant, je vivais au
château.[KeyWait][Tag PageBreak  ]Cependant, j'ai dû m'enfuir quand mes
gardes ont été ensorcelés...[KeyWait][Tag PageBreak  ]Dis-moi, est-ce que tu voudrais bien écouter
ma requête ? Il y a une belle récompense
à la clé ![KeyWait]
Quand je me suis enfui, j'ai laissé mes
[Tag Color  val={D9456DFF} ]feuilles d'or [Tag Color  val={EDEDEDFF} ]au château. Pourrais-tu me
les ramener, mon cher ami ?[KeyWait]";
"[Se]いやあ カンゲキだなあ！
[Tag Ruby  val={03000600E38198E381A4} ]実は [Tag Color  val={D9456DFF} ][Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]は [Tag Color  val={D9456DFF} ]５[Tag Ruby  val={03000600E381BEE38184} ]枚[Tag Color  val={EDEDEDFF} ]なんだ[KeyWait]
あっ もどってくる[Tag Ruby  val={03000600E381BEE38188} ]前に [Tag Color  val={D9456DFF} ]スコップ[Tag Color  val={EDEDEDFF} ]
[Tag Ruby  val={03000300E3818B} ]買っといてねー。じゃ よろしくー[KeyWait]";"[Se]Smashing! To tell you the truth, there are
[Tag Color  val={D9456DFF} ]five leaves[Tag Color  val={EDEDEDFF} ], and I want them all![KeyWait][Tag PageBreak  ]OK, you'll need to do some digging, so buy
a [Tag Color  val={D9456DFF} ]shovel[Tag Color  val={EDEDEDFF} ]! Are you off then? Good luck![KeyWait]";"[Se]Fantastique ! Il y a [Tag Color  val={D9456DFF} ]cinq feuilles[Tag Color  val={EDEDEDFF} ] en tout.[KeyWait][Tag PageBreak  ]Ah, et pense à acheter une [Tag Color  val={D9456DFF} ]pelle[Tag Color  val={EDEDEDFF} ] avant de
revenir me voir. Je compte sur toi ![KeyWait]";
"[Se]ボカァ キミのような いくじなしは
[Tag Ruby  val={03000600E3818BE3818A} ]顔も [Tag Ruby  val={03000300E381BF} ]見たくないよ！ シッ シッ[KeyWait]";"[Se]Well, I never! I thought you looked
cowardly, but... Please, leave me.
Just get out of here![KeyWait]";"[Se]Qu'ouïs-je ? Un refus ? Je ne puis supporter
les pleutres ! Hors de ma vue, manant ![KeyWait]";
"つ つ ついに [Tag Ruby  val={06000900E38195E38184E38194} ]最後の１[Tag Ruby  val={03000600E381BEE38184} ]枚を
[Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れちゃったぜーーっ！[KeyWait]
じゃ とりあえず [Tag Color  val={D9456DFF} ]リチャード[Tag Color  val={EDEDEDFF} ]のとこ
[Tag Ruby  val={03000300E38282} ]持って[Tag Ruby  val={03000300E38184} ]行って カギのこと [Tag Ruby  val={03000300E3818D} ]聞こう[KeyWait]";"At last! You got the final golden leaf![KeyWait][Tag PageBreak  ]Now go and see [Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ] about that reward...[KeyWait]";"Enfin ! Vous avez trouvé la dernière ![KeyWait][Tag PageBreak  ]Allez apporter ça à [Tag Color  val={D9456DFF} ]Richard[Tag Color  val={EDEDEDFF} ], et parlez-lui
de la récompense qu'il vous a promise.[KeyWait]";
"５[Tag Ruby  val={06000900E381BEE38184E38281} ]枚目の [Tag Color  val={D9456DFF} ][Tag Ruby  val={06000C00E3818AE38186E38194E38293} ]黄金の[Tag Ruby  val={03000300E381AF} ]葉っぱ[Tag Color  val={EDEDEDFF} ]だ！
…たぶん これで[Tag Ruby  val={06000900E38195E38184E38194} ]最後な[Tag Ruby  val={03000300E3818D} ]気がする[KeyWait]";"At last! You got a fifth [Tag Color  val={D9456DFF} ]golden leaf[Tag Color  val={EDEDEDFF} ]!
...This must be the last one, right?[KeyWait]";"Vous avez trouvé une cinquième [Tag Color  val={D9456DFF} ]feuille d'or[Tag Color  val={EDEDEDFF} ] !
Quelque chose vous dit que c'était la
dernière.[KeyWait]";
"[Se]ウーーーン トレビアーン！
[Tag Ruby  val={03000300E381AF} ]葉っぱが [Tag Ruby  val={03000600E38199E381B9} ]全て そろったんだね！[KeyWait]
さあ このカエルの[Tag Ruby  val={03000600E3819EE38186} ]像を [Tag Ruby  val={03000600E38186E38194} ]動かしたまえ！
ボクからの お[Tag Ruby  val={03000600E3828CE38184} ]礼のシルシだよ！[KeyWait]";"[Se]Ahh! Très bien! I see you have recovered all
of the leaves![KeyWait][Tag PageBreak  ]Now, move this statue and you will find
your reward![KeyWait]";"[Se]Cher ami, tu as retrouvé toutes mes feuilles ![KeyWait][Tag PageBreak  ]Fort bien. Déplace cette statue de grenouille.
Une surprise t'attend ![KeyWait]";
"プヨヨーン！  プヨヨーン！
ボクッチャン ドコデッチョー！[KeyWait]
…… カベ ユラスナッチョ！[KeyWait]";"NEENER NEENER! You can't find me![KeyWait][Tag PageBreak  ]NYAH NYAH![KeyWait]";"BONK ! BONK ! Tu me trouveras pas ! BONK ![KeyWait][Tag PageBreak  ]Et t'avise pas de faire trembler les murs ![KeyWait]";
"[Tag Color  val={D9456DFF} ][Tag Ruby  val={03000600E38186E381BF} ]海ゆりのベル[Tag Color  val={EDEDEDFF} ]を [Tag Ruby  val={03000300E381A6} ]手に[Tag Ruby  val={03000300E38184} ]入れた！[Sync]";"You got the [Tag Color  val={D9456DFF} ]Sea Lily's Bell[Tag Color  val={EDEDEDFF} ]![Sync]";"Vous avez obtenu la [Tag Color  val={D9456DFF} ]Cloche des Algues[Tag Color  val={EDEDEDFF} ] ![Sync]";
"[FadeIn][Lump][Tag Color  val={A0FFFFFF} ]……[Tag Ruby  val={03000600E3819FE3818D} ]滝……[Tag Ruby  val={03000600E3819FE3818D} ]滝の[Tag Ruby  val={03000600E381AAE3818B} ]中に……
かくされている……[Tag Color  val={EDEDEDFF} ]";"[FadeIn][Tag Color  val={A0FFFFFF} ][Lump]...WATERFALL...";"[FadeIn][Lump][Tag Color  val={A0FFFFFF} ]... Cascade... Caché... sous la cascade...[Tag Color  val={EDEDEDFF} ]";
"……[Tag Ruby  val={03000600E3819FE3818D} ]滝……[Tag Ruby  val={03000600E3819FE3818D} ]滝の[Tag Ruby  val={03000600E381AAE3818B} ]中に……
かくされている……[KeyWait]";"...WATERFALL...[KeyWait][Tag PageBreak  ]It is hidden in the waterfall...[KeyWait]";"... Cascade... Caché... sous la cascade...[KeyWait]";
"ホホウ！[KeyWait][Tag PageBreak  ][Tag Color  val={D9456DFF} ]セイレーンの[Tag Ruby  val={06000900E3818CE381A3E3818D} ]楽器[Tag Color  val={EDEDEDFF} ]は
いくつ [Tag Ruby  val={03000600E38182E381A4} ]集められたかな？[KeyWait]
８つの[Tag Ruby  val={06000900E3818CE381A3E3818D} ]楽器を [Tag Ruby  val={03000600E3818BE381AA} ]奏でる[Tag Ruby  val={03000600E381A8E3818D} ]時
[Tag Color  val={D9456DFF} ]かぜのさかな[Tag Color  val={EDEDEDFF} ]は [Tag Ruby  val={06000600E38281E38196} ]目覚めるのぢゃ[KeyWait]
その[Tag Ruby  val={03000600E381A8E3818D} ]時こそ ぼうやは
この[Tag Ruby  val={03000600E38197E381BE} ]島を [Tag Ruby  val={03000300E381A7} ]出ることになろう[KeyWait]
[Tag Color  val={0095EFFF} ]ヤーナ[Tag Ruby  val={06000900E38195E381B0E3818F} ]砂漠[Tag Color  val={EDEDEDFF} ]に [Tag Ruby  val={03000300E38184} ]行きなされ[KeyWait][Tag PageBreak  ][Tag Ruby  val={03000600E38199E381AA} ]砂に[Tag Ruby  val={03000300E38199} ]住む [Tag Ruby  val={03000600E3818FE3828D} ]黒きマモノが
[Tag Ruby  val={03000300E38286} ]行く[Tag Ruby  val={03000600E381BFE381A1} ]道の [Tag Ruby  val={03000300E381A6} ]手がかりとなろう[KeyWait][Tag PageBreak  ]ホッホウ！ ホッホウ！[KeyWait]";"Hoot! How many [Tag Color  val={D9456DFF} ]instruments[Tag Color  val={EDEDEDFF} ] have you
gotten so far?[KeyWait][Tag PageBreak  ]When you play the instruments in front of
the egg, the [Tag Color  val={D9456DFF} ]Wind Fish[Tag Color  val={EDEDEDFF} ] will wake and you
will leave this island.[KeyWait][Tag PageBreak  ]Now, you must hasten to the [Tag Color  val={0095EFFF} ]Yarna Desert[Tag Color  val={EDEDEDFF} ]![KeyWait][Tag PageBreak  ]The dark, monstrous inhabitants of the sand
will show you the way! Hoot hoot![KeyWait]";"Hou ! Combien d'[Tag Color  val={D9456DFF} ]instruments des Sirènes[Tag Color  val={EDEDEDFF} ]
as-tu en ta possession ?[KeyWait][Tag PageBreak  ]Quand tu joueras des huit instruments enfin
réunis, le [Tag Color  val={D9456DFF} ]Poisson-Rêve [Tag Color  val={EDEDEDFF} ]se réveillera...[KeyWait][Tag PageBreak  ]Alors seulement pourras-tu quitter l'île.[KeyWait][Tag PageBreak  ]À présent, rends-toi vite vers les [Tag Color  val={0095EFFF} ]dunes de
Yarna[Tag Color  val={EDEDEDFF} ] ! L'horrible monstre noir des sables
t'y indiquera le chemin ! Hou hou ![KeyWait]";
"[Se]あら [PlayerName]。
ここが よくわかったわね[KeyWait]";"[Se]Oh, [PlayerName], I'm glad you
found this place.[KeyWait]";"[Se]Oh, [PlayerName].
Tu savais où me trouver, on dirait ![KeyWait]";
"[Tag Ruby  val={03000600E38199E38193} ]少し わたしと お[Tag Ruby  val={03000600E381AFE381AA} ]話ししない？[Selection][Tag PageBreak  ][SelectPositive]いいよ[Tag PageBreak  ]しない";"Will you stay and talk to me for a while?[Selection][Tag PageBreak  ][SelectPositive]Yes![Tag PageBreak  ]No...";"Veux-tu qu'on parle un peu ?[Selection][Tag PageBreak  ][SelectPositive]Volontiers.[Tag PageBreak  ]Pas vraiment.";
"[Se]そう…… わたし もうちょっとだけ
ここで [Tag Ruby  val={03000600E38186E381BF} ]海を[Tag Ruby  val={03000300E381BF} ]見てるわ[KeyWait]";"[Se]OK, I'll just watch the waves for a while...[KeyWait]";"[Se]Ah bon... Je vais rester ici encore un peu
pour admirer la mer.[KeyWait]";
"このヤシの[Tag Ruby  val={03000300E381BF} ]実は
いったい どこから [Tag Ruby  val={03000300E3818F} ]来るのかな……[KeyWait]";"I wonder where these coconut trees
come from?[KeyWait]";"À ton avis, d'où vient cette noix de coco... ?[KeyWait]";
"[Se][Tag Ruby  val={03000600E38186E381BF} ]海の [Tag Ruby  val={03000300E38280} ]向こうには なにもないって
タリンは [Tag Ruby  val={03000300E38184} ]言ってたけれど……[KeyWait]";"[Se]...Tarin says there is nothing beyond the sea.[KeyWait]";"[Se]Tarkin me dit qu'il n'y a rien par-delà la mer.[KeyWait]";
"きっと [Tag Ruby  val={03000600E381AAE381AB} ]何かが あるって
わたし [Tag Ruby  val={03000600E38197E38293} ]信じてるの！[KeyWait]";"But I believe there must be something
over there...[KeyWait]";"Moi, je suis persuadée du contraire ![KeyWait]";
"…… …… ……[KeyWait]";"...[KeyWait]";"... ... ... ...[KeyWait]";
"[PlayerName] を [Tag Ruby  val={03000300E381BF} ]見つけた[Tag Ruby  val={03000600E381A8E3818D} ]時
わたし ドキドキしたわ[KeyWait]
この[Tag Ruby  val={03000600E381B2E381A8} ]人は [Tag Ruby  val={03000600E38186E381BF} ]海の [Tag Ruby  val={03000300E38280} ]向こうから
なにかを [Tag Ruby  val={03000300E381A4} ]告げに[Tag Ruby  val={03000300E3818D} ]来たんだって[KeyWait]";"When I discovered you,
[PlayerName], my heart 
skipped a beat! [KeyWait][Tag PageBreak  ]I thought, this person has come to give us
a message...[KeyWait]";"Tu sais, [PlayerName]...
Quand je t'ai vu, échoué sur la plage, mon
cœur s'est mis à battre la chamade...[KeyWait]
J'ai tout de suite pensé que tu étais
le messager que j'attendais ![KeyWait]";
"…… …… ……[KeyWait]";"... ... ... ...[KeyWait]";"... ... ... ...[KeyWait]";
"[Se]わたしが カモメだったら……
ずっと [Tag Ruby  val={03000600E381A8E3818A} ]遠くへ [Tag Ruby  val={03000300E381A8} ]飛んでいくのに[KeyWait]
いろんなところへ [Tag Ruby  val={03000300E38184} ]行って
いろんな[Tag Ruby  val={03000600E381B2E381A8} ]人たちと [Tag Ruby  val={03000600E38186E3819F} ]歌うの[KeyWait]";"[Se]If I was a seagull, I would fly as far as
I could![KeyWait][Tag PageBreak  ]I would fly to faraway places and sing
for many people![KeyWait]";"[Se]Si j'étais une mouette, je m'envolerais loin,
très loin ![KeyWait][Tag PageBreak  ]Je visiterais des tas d'endroits et chanterais
pour tous ![KeyWait]";
"[Tag Color  val={D9456DFF} ]「かぜのさかな」[Tag Color  val={EDEDEDFF} ]に いのれば
わたしのお[Tag Ruby  val={03000600E381ADE3818C} ]願い かなうのかしら[KeyWait]";"If I wish to the [Tag Color  val={D9456DFF} ]Wind Fish[Tag Color  val={EDEDEDFF} ], I wonder if my
dream will come true...[KeyWait]";"Si j'exprime un vœu au [Tag Color  val={D9456DFF} ]Poisson-Rêve[Tag Color  val={EDEDEDFF} ],
l'exaucera-t-il ?[KeyWait]";
"ねえ[PlayerName] ちゃんと [Tag Ruby  val={03000300E3818D} ]聞いてる？[Selection][Tag PageBreak  ][SelectPositive]うん[Tag PageBreak  ][SelectNegative]ぜんぜん";"Hey! Are you listening? 
[PlayerName], are you 
listening to me?[Selection][Tag PageBreak  ][SelectPositive]Yeah[Tag PageBreak  ][SelectNegative]No...";"Hé, tu écoutes ? [PlayerName],
es-tu sûr que tu m'écoutes ?[Selection][Tag PageBreak  ][SelectPositive]Oui, oui. [Tag PageBreak  ][SelectNegative]Pardon ?";
"いつか [PlayerName] のふるさとに
[Tag Ruby  val={03000300E38184} ]行ってみたいな……[KeyWait]";"I want to know everything about you...[KeyWait]";"J'aimerais tant connaître l'endroit d'où
tu viens, [PlayerName] ![KeyWait]";
"[Se]なあんてね！  フフフ……[KeyWait]";"[Se]Err... Uhh, ha ha ha ha![KeyWait]";"[Se]Oublie ce que je viens de dire ! Hi hi...[KeyWait]";
"[Se]モウ！ [Tag Ruby  val={03000600E38186E3828F} ]上の[Tag Ruby  val={03000600E3819DE38289} ]空なんだからあ……
[Tag Ruby  val={06000900E38193E38293E381A9} ]今度は ちゃんと [Tag Ruby  val={03000300E3818D} ]聞いてね[KeyWait]";"[Se]Humph! Your head is always in the clouds!
Will you please listen to me next time?![KeyWait]";"[Se]Ho, tu descends de ton nuage ? Je vais
répéter, alors écoute-moi, cette fois ![KeyWait]";
"[Se]え？ [Tag Color  val={D9456DFF} ]セイウチ[Tag Color  val={EDEDEDFF} ]さんが？？
……いいわ いっしょに[Tag Ruby  val={03000300E38184} ]行く！[KeyWait]";"[Se]Hunh? The [Tag Color  val={D9456DFF} ]walrus [Tag Color  val={EDEDEDFF} ]wants me to go to him?
Well, all right. Let's go![KeyWait]";"[Se]Comment ? Tu veux que j'aille voir le [Tag Color  val={D9456DFF} ]morse
[Tag Color  val={EDEDEDFF} ]avec toi ? D'accord, je t'accompagne ![KeyWait]";
"やった！ [Tag Color  val={D9456DFF} ]マリン[Tag Color  val={EDEDEDFF} ]を お[Tag Ruby  val={03000300E3818B} ]借りした！
チャ チャンス！？[KeyWait]";"You got [Tag Color  val={D9456DFF} ]Marin[Tag Color  val={EDEDEDFF} ]! Is this your big chance?[KeyWait]";"[Tag Color  val={D9456DFF} ]Marine[Tag Color  val={EDEDEDFF} ] se joint à vous ! Serait-ce la chance
de votre vie ?![KeyWait]";
"……オウ……オウ……
……[Emoji]……[Emoji]……[KeyWait]";"ZZZ ZZZ ZZZ ZZZ...
[Emoji]... [Emoji]...[KeyWait]";"Zzz... Zzz... Zzz... Zzz...
... [Emoji] ... [Emoji] ...[KeyWait]";
"オウッ！ オウッ！
[Emoji] [Emoji] ！ [Emoji] [Emoji] ！[KeyWait]
……[Emoji] ？？[KeyWait]";"Arfh! Arfh! Arf!
[Emoji] [Emoji]! [Emoji] [Emoji]![KeyWait][Tag PageBreak  ]...[Emoji]?![KeyWait]";"Moûûûh ! Moûûûh !
[Emoji], [Emoji] ! [Emoji], [Emoji] ![KeyWait][Tag PageBreak  ]... [Emoji] ???[KeyWait]";
"[Se]あら？ いけないセイウチさんね。
ちょっと ビックリさせちゃおうか？[Selection][Tag PageBreak  ][SelectPositive]うん[Tag PageBreak  ][SelectNegative]やめとこう";"[Se]Yes, it's that lazy walrus! Shall we give him
a little surprise?[Selection][Tag PageBreak  ][SelectPositive]Yes[Tag PageBreak  ][SelectNegative]No...";"[Se]C'est ce gros patapouf de morse !
Si on lui faisait une petite surprise ?[Selection][Tag PageBreak  ][SelectPositive]D'accord ![Tag PageBreak  ][SelectNegative]Laissons-le dormir.";
